id_cpu,name,score
1236,"Intel Core Duo T2700 @ 2.33GHz
",1007
1237,"Intel Core Duo U2400 @ 1.06GHz
",514
1238,"Intel Core Duo U2500 @ 1.20GHz
",343
1239,"Intel Core i3-1005G1 @ 1.20GHz
",5334
1240,"Intel Core i3-10110U @ 2.10GHz
",4289
1241,"Intel Core i3-2100 @ 3.10GHz
",1827
1242,"Intel Core i3-2100T @ 2.50GHz
",1854
1243,"Intel Core i3-2102 @ 3.10GHz
",2067
1244,"Intel Core i3-2105 @ 3.10GHz
",2161
1245,"Intel Core i3-21050 @ 3.10GHz
",2235
1246,"Intel Core i3-2120 @ 3.30GHz
",1967
1247,"Intel Core i3-2120T @ 2.60GHz
",1457
1248,"Intel Core i3-2125 @ 3.30GHz
",2188
1249,"Intel Core i3-2130 @ 3.40GHz
",2106
1250,"Intel Core i3-2140 @ 3.50GHz
",2502
1251,"Intel Core i3-2310E @ 2.10GHz
",1573
1252,"Intel Core i3-2310M @ 2.10GHz
",1081
1253,"Intel Core i3-2312M @ 2.10GHz
",1395
1254,"Intel Core i3-2328M @ 2.20GHz
",1269
1255,"Intel Core i3-2330E @ 2.20GHz
",1858
1256,"Intel Core i3-2330M @ 2.20GHz
",1163
1257,"Intel Core i3-2332M @ 2.20GHz
",1378
1258,"Intel Core i3-2340UE @ 1.30GHz
",995
1259,"Intel Core i3-2348M @ 2.30GHz
",1078
1260,"Intel Core i3-2350M @ 2.30GHz
",1199
1261,"Intel Core i3-2357M @ 1.30GHz
",883
1262,"Intel Core i3-2365M @ 1.40GHz
",890
1263,"Intel Core i3-2367M @ 1.40GHz
",1017
1264,"Intel Core i3-2370M @ 2.40GHz
",1349
1265,"Intel Core i3-2375M @ 1.50GHz
",1074
1266,"Intel Core i3-2377M @ 1.50GHz
",968
1267,"Intel Core i3-3110M @ 2.40GHz
",1672
1268,"Intel Core i3-3120M @ 2.50GHz
",1750
1269,"Intel Core i3-3130M @ 2.60GHz
",2169
1270,"Intel Core i3-3210 @ 3.20GHz
",2366
1271,"Intel Core i3-3217U @ 1.80GHz
",1147
1272,"Intel Core i3-3217UE @ 1.60GHz
",1350
1273,"Intel Core i3-3220 @ 3.30GHz
",2199
1274,"Intel Core i3-3220T @ 2.80GHz
",2120
1275,"Intel Core i3-3225 @ 3.30GHz
",2069
1276,"Intel Core i3-3227U @ 1.90GHz
",1365
1277,"Intel Core i3-3229Y @ 1.40GHz
",1225
1278,"Intel Core i3-3240 @ 3.40GHz
",2325
1279,"Intel Core i3-3240T @ 2.90GHz
",2069
1280,"Intel Core i3-3245 @ 3.40GHz
",2919
1281,"Intel Core i3-3250 @ 3.50GHz
",2413
1282,"Intel Core i3-3250T @ 3.00GHz
",2626
1283,"Intel Core i3-330E @ 2.13GHz
",1175
1284,"Intel Core i3-330M @ 2.13GHz
",913
1285,"Intel Core i3-330UM @ 1.20GHz
",621
1286,"Intel Core i3-350M @ 2.27GHz
",971
1287,"Intel Core i3-370M @ 2.40GHz
",1174
1288,"Intel Core i3-380M @ 2.53GHz
",1137
1289,"Intel Core i3-380UM @ 1.33GHz
",687
1290,"Intel Core i3-390M @ 2.67GHz
",1312
1291,"Intel Core i3-4000M @ 2.40GHz
",1800
1292,"Intel Core i3-4005U @ 1.70GHz
",1671
1293,"Intel Core i3-4010U @ 1.70GHz
",1729
1294,"Intel Core i3-4010Y @ 1.30GHz
",1353
1295,"Intel Core i3-4012Y @ 1.50GHz
",1437
1296,"Intel Core i3-4020Y @ 1.50GHz
",1492
1297,"Intel Core i3-4025U @ 1.90GHz
",1937
1298,"Intel Core i3-4030U @ 1.90GHz
",1916
1299,"Intel Core i3-4030Y @ 1.60GHz
",1676
1300,"Intel Core i3-4100M @ 2.50GHz
",2486
1301,"Intel Core i3-4110M @ 2.60GHz
",2621
1302,"Intel Core i3-4110U @ 1.90GHz
",1914
1303,"Intel Core i3-4120U @ 2.00GHz
",2011
1304,"Intel Core i3-4130 @ 3.40GHz
",3278
1305,"Intel Core i3-4130T @ 2.90GHz
",2819
1306,"Intel Core i3-4150 @ 3.50GHz
",3418
1307,"Intel Core i3-4150T @ 3.00GHz
",2763
1308,"Intel Core i3-4158U @ 2.00GHz
",1774
1309,"Intel Core i3-4160 @ 3.60GHz
",3508
1310,"Intel Core i3-4160T @ 3.10GHz
",3087
1311,"Intel Core i3-4170 @ 3.70GHz
",3632
1312,"Intel Core i3-4170T @ 3.20GHz
",3191
1313,"Intel Core i3-4330 @ 3.50GHz
",3602
1314,"Intel Core i3-4330T @ 3.00GHz
",3138
1315,"Intel Core i3-4330TE @ 2.40GHz
",2540
1316,"Intel Core i3-4340 @ 3.60GHz
",3702
1317,"Intel Core i3-4350 @ 3.60GHz
",3183
1318,"Intel Core i3-4350T @ 3.10GHz
",3289
1319,"Intel Core i3-4360 @ 3.70GHz
",3550
1320,"Intel Core i3-4360T @ 3.20GHz
",3215
1321,"Intel Core i3-4370 @ 3.80GHz
",3960
1322,"Intel Core i3-4370T @ 3.30GHz
",3408
1323,"Intel Core i3-4570T @ 2.90GHz
",3295
1324,"Intel Core i3-5005U @ 2.00GHz
",2080
1325,"Intel Core i3-5010U @ 2.10GHz
",2150
1326,"Intel Core i3-5015U @ 2.10GHz
",2165
1327,"Intel Core i3-5020U @ 2.20GHz
",2271
1328,"Intel Core i3-5157U @ 2.50GHz
",2594
1329,"Intel Core i3-530 @ 2.93GHz
",1518
1330,"Intel Core i3-540 @ 3.07GHz
",1524
1331,"Intel Core i3-550 @ 3.20GHz
",1611
1332,"Intel Core i3-560 @ 3.33GHz
",1547
1333,"Intel Core i3-6006U @ 2.00GHz
",2284
1334,"Intel Core i3-6098P @ 3.60GHz
",4132
1335,"Intel Core i3-6100 @ 3.70GHz
",4166
1336,"Intel Core i3-6100E @ 2.70GHz
",3354
1337,"Intel Core i3-6100H @ 2.70GHz
",3265
1338,"Intel Core i3-6100T @ 3.20GHz
",3793
1339,"Intel Core i3-6100TE @ 2.70GHz
",3394
1340,"Intel Core i3-6100U @ 2.30GHz
",2722
1341,"Intel Core i3-6102E @ 1.90GHz
",2455
1342,"Intel Core i3-6157U @ 2.40GHz
",2903
1343,"Intel Core i3-6300 @ 3.80GHz
",4508
1344,"Intel Core i3-6300T @ 3.30GHz
",4170
1345,"Intel Core i3-6320 @ 3.90GHz
",4671
1346,"Intel Core i3-7020U @ 2.30GHz
",2572
1347,"Intel Core i3-7100 @ 3.90GHz
",4353
1348,"Intel Core i3-7100H @ 3.00GHz
",3250
1349,"Intel Core i3-7100T @ 3.40GHz
",3824
1350,"Intel Core i3-7100U @ 2.40GHz
",2792
1351,"Intel Core i3-7101TE @ 3.40GHz
",4000
1352,"Intel Core i3-7102E @ 2.10GHz
",2531
1353,"Intel Core i3-7130U @ 2.70GHz
",2876
1354,"Intel Core i3-7167U @ 2.80GHz
",3403
1355,"Intel Core i3-7300 @ 4.00GHz
",4927
1356,"Intel Core i3-7300T @ 3.50GHz
",4164
1357,"Intel Core i3-7320 @ 4.10GHz
",4969
1358,"Intel Core i3-7350K @ 4.20GHz
",5130
1359,"Intel Core i3-8100 @ 3.60GHz
",6226
1360,"Intel Core i3-8100B @ 3.60GHz
",6893
1361,"Intel Core i3-8100T @ 3.10GHz
",5395
1362,"Intel Core i3-8109U @ 3.00GHz
",4450
1363,"Intel Core i3-8121U @ 2.20GHz
",4525
1364,"Intel Core i3-8130U @ 2.20GHz
",3782
1365,"Intel Core i3-8145U @ 2.10GHz
",2048
1366,"Intel Core i3-8300 @ 3.70GHz
",6561
1367,"Intel Core i3-8300T @ 3.20GHz
",5959
1368,"Intel Core i3-8350K @ 4.00GHz
",6682
1369,"Intel Core i3-9100 @ 3.60GHz
",6907
1370,"Intel Core i3-9100F @ 3.60GHz
",7004
1371,"Intel Core i3-9100T @ 3.10GHz
",5951
1372,"Intel Core i3-9300 @ 3.70GHz
",7432
1373,"Intel Core i3-9300T @ 3.20GHz
",6511
1374,"Intel Core i3-9320 @ 3.70GHz
",7525
1375,"Intel Core i3-9350KF @ 4.00GHz
",7979
1376,"Intel Core i5 750S @ 2.40GHz
",1378
1377,"Intel Core i5 E 520 @ 2.40GHz
",1509
1378,"Intel Core i5-10210U @ 1.60GHz
",6621
1379,"Intel Core i5-10210Y @ 1.00GHz
",4946
1380,"Intel Core i5-10300H @ 2.50GHz
",9501
1381,"Intel Core i5-1030NG7 @ 1.10GHz
",5745
1382,"Intel Core i5-1035G1 @ 1.00GHz
",7753
1383,"Intel Core i5-1035G4 @ 1.10GHz
",8592
1384,"Intel Core i5-1035G7 @ 1.20GHz
",8913
1385,"Intel Core i5-2300 @ 2.80GHz
",3444
1386,"Intel Core i5-2310 @ 2.90GHz
",3624
1387,"Intel Core i5-2320 @ 3.00GHz
",3584
1388,"Intel Core i5-2380P @ 3.10GHz
",3496
1389,"Intel Core i5-2390T @ 2.70GHz
",2318
1390,"Intel Core i5-2400 @ 3.10GHz
",3826
1391,"Intel Core i5-2400S @ 2.50GHz
",3237
1392,"Intel Core i5-24050S @ 2.50GHz
",2851
1393,"Intel Core i5-2405S @ 2.50GHz
",3036
1394,"Intel Core i5-2410M @ 2.30GHz
",1970
1395,"Intel Core i5-2415M @ 2.30GHz
",1918
1396,"Intel Core i5-2430M @ 2.40GHz
",2002
1397,"Intel Core i5-2435M @ 2.40GHz
",2019
1398,"Intel Core i5-2450M @ 2.50GHz
",2091
1399,"Intel Core i5-2450P @ 3.20GHz
",3643
1400,"Intel Core i5-2467M @ 1.60GHz
",1559
1401,"Intel Core i5-2500 @ 3.30GHz
",4045
1402,"Intel Core i5-2500K @ 3.30GHz
",4038
1403,"Intel Core i5-2500S @ 2.70GHz
",3431
1404,"Intel Core i5-2500T @ 2.30GHz
",2731
1405,"Intel Core i5-2510E @ 2.50GHz
",1793
1406,"Intel Core i5-2515E @ 2.50GHz
",1917
1407,"Intel Core i5-2520M @ 2.50GHz
",2268
1408,"Intel Core i5-2537M @ 1.40GHz
",1115
1409,"Intel Core i5-2540M @ 2.60GHz
",2117
1410,"Intel Core i5-2550K @ 3.40GHz
",3495
1411,"Intel Core i5-2557M @ 1.70GHz
",1211
1412,"Intel Core i5-2560M @ 2.70GHz
",2171
1413,"Intel Core i5-3170K @ 3.20GHz
",8882
1414,"Intel Core i5-3210M @ 2.50GHz
",2492
1415,"Intel Core i5-3230M @ 2.60GHz
",2543
1416,"Intel Core i5-3317U @ 1.70GHz
",1974
1417,"Intel Core i5-3320M @ 2.60GHz
",2672
1418,"Intel Core i5-3330 @ 3.00GHz
",4131
1419,"Intel Core i5-3330S @ 2.70GHz
",3778
1420,"Intel Core i5-3335S @ 2.70GHz
",3720
1421,"Intel Core i5-3337U @ 1.80GHz
",2171
1422,"Intel Core i5-3339Y @ 1.50GHz
",1493
1423,"Intel Core i5-3340 @ 3.10GHz
",4269
1424,"Intel Core i5-3340M @ 2.70GHz
",2811
1425,"Intel Core i5-3340S @ 2.80GHz
",3841
1426,"Intel Core i5-3350P @ 3.10GHz
",4119
1427,"Intel Core i5-3360M @ 2.80GHz
",3006
1428,"Intel Core i5-3380M @ 2.90GHz
",2900
1429,"Intel Core i5-3427U @ 1.80GHz
",2359
1430,"Intel Core i5-3437U @ 1.90GHz
",2464
1431,"Intel Core i5-3439Y @ 1.50GHz
",1899
1432,"Intel Core i5-3450 @ 3.10GHz
",4497
1433,"Intel Core i5-3450S @ 2.80GHz
",4082
1434,"Intel Core i5-3470 @ 3.20GHz
",4655
1435,"Intel Core i5-3470S @ 2.90GHz
",4193
1436,"Intel Core i5-3470T @ 2.90GHz
",2908
1437,"Intel Core i5-3475S @ 2.90GHz
",4192
1438,"Intel Core i5-3550 @ 3.30GHz
",4843
1439,"Intel Core i5-3550S @ 3.00GHz
",4417
1440,"Intel Core i5-3570 @ 3.40GHz
",4892
1441,"Intel Core i5-3570K @ 3.40GHz
",4900
1442,"Intel Core i5-3570S @ 3.10GHz
",4155
1443,"Intel Core i5-3570T @ 2.30GHz
",4346
1444,"Intel Core i5-3610ME @ 2.70GHz
",2599
1445,"Intel Core i5-4200H @ 2.80GHz
",3249
1446,"Intel Core i5-4200M @ 2.50GHz
",2830
1447,"Intel Core i5-4200U @ 1.60GHz
",2221
1448,"Intel Core i5-4200Y @ 1.40GHz
",1609
1449,"Intel Core i5-4202Y @ 1.60GHz
",1462
1450,"Intel Core i5-4210H @ 2.90GHz
",2843
1451,"Intel Core i5-4210M @ 2.60GHz
",2732
1452,"Intel Core i5-4210U @ 1.70GHz
",2290
1453,"Intel Core i5-4210Y @ 1.50GHz
",1672
1454,"Intel Core i5-4220Y @ 1.60GHz
",1445
1455,"Intel Core i5-4230U @ 1.90GHz
",1914
1456,"Intel Core i5-4250U @ 1.30GHz
",2369
1457,"Intel Core i5-4258U @ 2.40GHz
",2811
1458,"Intel Core i5-4260U @ 1.40GHz
",2514
1459,"Intel Core i5-4278U @ 2.60GHz
",3109
1460,"Intel Core i5-4288U @ 2.60GHz
",2806
1461,"Intel Core i5-4300M @ 2.60GHz
",2954
1462,"Intel Core i5-4300U @ 1.90GHz
",2508
1463,"Intel Core i5-4300Y @ 1.60GHz
",1611
1464,"Intel Core i5-4302Y @ 1.60GHz
",1876
1465,"Intel Core i5-4308U @ 2.80GHz
",2706
1466,"Intel Core i5-430M @ 2.27GHz
",1249
1467,"Intel Core i5-430UM @ 1.20GHz
",780
1468,"Intel Core i5-4310M @ 2.70GHz
",3321
1469,"Intel Core i5-4310U @ 2.00GHz
",2463
1470,"Intel Core i5-4330M @ 2.80GHz
",2510
1471,"Intel Core i5-4340M @ 2.90GHz
",3342
1472,"Intel Core i5-4350U @ 1.40GHz
",2380
1473,"Intel Core i5-4400E @ 2.70GHz
",3303
1474,"Intel Core i5-4402E @ 1.60GHz
",2724
1475,"Intel Core i5-4422E @ 1.80GHz
",1937
1476,"Intel Core i5-4430 @ 3.00GHz
",4605
1477,"Intel Core i5-4430S @ 2.70GHz
",4327
1478,"Intel Core i5-4440 @ 3.10GHz
",4645
1479,"Intel Core i5-4440S @ 2.80GHz
",4368
1480,"Intel Core i5-4460 @ 3.20GHz
",4803
1481,"Intel Core i5-4460S @ 2.90GHz
",4496
1482,"Intel Core i5-4460T @ 1.90GHz
",3631
1483,"Intel Core i5-450M @ 2.40GHz
",1226
1484,"Intel Core i5-4570 @ 3.20GHz
",5204
1485,"Intel Core i5-4570R @ 2.70GHz
",4810
1486,"Intel Core i5-4570S @ 2.90GHz
",5072
1487,"Intel Core i5-4570T @ 2.90GHz
",3291
1488,"Intel Core i5-4570TE @ 2.70GHz
",3208
1489,"Intel Core i5-4590 @ 3.30GHz
",5320
1490,"Intel Core i5-4590S @ 3.00GHz
",5234
1491,"Intel Core i5-4590T @ 2.00GHz
",4161
1492,"Intel Core i5-460M @ 2.53GHz
",1271
1493,"Intel Core i5-4670 @ 3.40GHz
",5391
1494,"Intel Core i5-4670K @ 3.40GHz
",5607
1495,"Intel Core i5-4670K CPT @ 3.40GHz
",5115
1496,"Intel Core i5-4670R @ 3.00GHz
",5184
1497,"Intel Core i5-4670S @ 3.10GHz
",5310
1498,"Intel Core i5-4670T @ 2.30GHz
",4330
1499,"Intel Core i5-4690 @ 3.50GHz
",5581
1500,"Intel Core i5-4690K @ 3.50GHz
",5609
1501,"Intel Core i5-4690S @ 3.20GHz
",5139
1502,"Intel Core i5-4690T @ 2.50GHz
",4595
1503,"Intel Core i5-470UM @ 1.33GHz
",677
1504,"Intel Core i5-480M @ 2.67GHz
",1285
1505,"Intel Core i5-5200U @ 2.20GHz
",2556
1506,"Intel Core i5-520M @ 2.40GHz
",1720
1507,"Intel Core i5-520UM @ 1.07GHz
",822
1508,"Intel Core i5-5250U @ 1.60GHz
",2504
1509,"Intel Core i5-5257U @ 2.70GHz
",3289
1510,"Intel Core i5-5287U @ 2.90GHz
",3316
1511,"Intel Core i5-5300U @ 2.30GHz
",2777
1512,"Intel Core i5-5350U @ 1.80GHz
",2701
1513,"Intel Core i5-540M @ 2.53GHz
",1629
1514,"Intel Core i5-540UM @ 1.20GHz
",980
1515,"Intel Core i5-5575R @ 2.80GHz
",5293
1516,"Intel Core i5-560M @ 2.67GHz
",1873
1517,"Intel Core i5-560UM @ 1.33GHz
",946
1518,"Intel Core i5-5675C @ 3.10GHz
",5783
1519,"Intel Core i5-5675R @ 3.10GHz
",5657
1520,"Intel Core i5-580M @ 2.67GHz
",1866
1521,"Intel Core i5-6198DU @ 2.30GHz
",3180
1522,"Intel Core i5-6200U @ 2.30GHz
",3039
1523,"Intel Core i5-6260U @ 1.80GHz
",3319
1524,"Intel Core i5-6267U @ 2.90GHz
",2836
1525,"Intel Core i5-6287U @ 3.10GHz
",3559
1526,"Intel Core i5-6300HQ @ 2.30GHz
",4689
1527,"Intel Core i5-6300U @ 2.40GHz
",3311
1528,"Intel Core i5-6360U @ 2.00GHz
",3541
1529,"Intel Core i5-6400 @ 2.70GHz
",5109
1530,"Intel Core i5-6400T @ 2.20GHz
",4564
1531,"Intel Core i5-6402P @ 2.80GHz
",5779
1532,"Intel Core i5-6440EQ @ 2.70GHz
",5432
1533,"Intel Core i5-6440HQ @ 2.60GHz
",5293
1534,"Intel Core i5-6442EQ @ 1.90GHz
",4573
1535,"Intel Core i5-650 @ 3.20GHz
",2248
1536,"Intel Core i5-6500 @ 3.20GHz
",5656
1537,"Intel Core i5-6500T @ 2.50GHz
",5036
1538,"Intel Core i5-6500TE @ 2.30GHz
",5217
1539,"Intel Core i5-655K @ 3.20GHz
",1881
1540,"Intel Core i5-660 @ 3.33GHz
",2371
1541,"Intel Core i5-6600 @ 3.30GHz
",6171
1542,"Intel Core i5-6600K @ 3.50GHz
",6433
1543,"Intel Core i5-6600T @ 2.70GHz
",5765
1544,"Intel Core i5-661 @ 3.33GHz
",1968
1545,"Intel Core i5-670 @ 3.47GHz
",2312
1546,"Intel Core i5-680 @ 3.60GHz
",2362
1547,"Intel Core i5-7200U @ 2.50GHz
",3347
1548,"Intel Core i5-7260U @ 2.20GHz
",4174
1549,"Intel Core i5-7267U @ 3.10GHz
",3594
1550,"Intel Core i5-7287U @ 3.30GHz
",4046
1551,"Intel Core i5-7300HQ @ 2.50GHz
",5123
1552,"Intel Core i5-7300U @ 2.60GHz
",3760
1553,"Intel Core i5-7360U @ 2.30GHz
",4335
1554,"Intel Core i5-7400 @ 3.00GHz
",5538
1555,"Intel Core i5-7400T @ 2.40GHz
",4664
1556,"Intel Core i5-7440HQ @ 2.80GHz
",6094
1557,"Intel Core i5-7442EQ @ 2.10GHz
",4853
1558,"Intel Core i5-750 @ 2.67GHz
",2341
1559,"Intel Core i5-7500 @ 3.40GHz
",6231
1560,"Intel Core i5-7500T @ 2.70GHz
",5502
1561,"Intel Core i5-760 @ 2.80GHz
",2533
1562,"Intel Core i5-7600 @ 3.50GHz
",6606
1563,"Intel Core i5-7600K @ 3.80GHz
",6646
1564,"Intel Core i5-7600T @ 2.80GHz
",6252
1565,"Intel Core i5-760S @ 2.53GHz
",5440
1566,"Intel Core i5-7640X @ 4.00GHz
",6119
1567,"Intel Core i5-7Y54 @ 1.20GHz
",2851
1568,"Intel Core i5-7Y57 @ 1.20GHz
",2945
1569,"Intel Core i5-8200Y @ 1.30GHz
",3083
1570,"Intel Core i5-8210Y @ 1.60GHz
",3024
1571,"Intel Core i5-8250U @ 1.60GHz
",6263
1572,"Intel Core i5-8257U @ 1.40GHz
",8266
1573,"Intel Core i5-8259U @ 2.30GHz
",8509
1574,"Intel Core i5-8265U @ 1.60GHz
",6376
1575,"Intel Core i5-8265UC @ 1.60GHz
",6358
1576,"Intel Core i5-8279U @ 2.40GHz
",8042
1577,"Intel Core i5-8300H @ 2.30GHz
",7539
1578,"Intel Core i5-8305G @ 2.80GHz
",6975
1579,"Intel Core i5-8350U @ 1.70GHz
",6747
1580,"Intel Core i5-8365U @ 1.60GHz
",6545
1581,"Intel Core i5-8365UE @ 1.60GHz
",6215
1582,"Intel Core i5-8400 @ 2.80GHz
",9265
1583,"Intel Core i5-8400H @ 2.50GHz
",8518
1584,"Intel Core i5-8400T @ 1.70GHz
",7799
1585,"Intel Core i5-8500 @ 3.00GHz
",9401
1586,"Intel Core i5-8500B @ 3.00GHz
",9690
1587,"Intel Core i5-8500T @ 2.10GHz
",8329
1588,"Intel Core i5-8600 @ 3.10GHz
",10022
1589,"Intel Core i5-8600K @ 3.60GHz
",10276
1590,"Intel Core i5-8600T @ 2.30GHz
",9070
1591,"Intel Core i5-9300H @ 2.40GHz
",8173
1592,"Intel Core i5-9400 @ 2.90GHz
",9442
1593,"Intel Core i5-9400F @ 2.90GHz
",9630
1594,"Intel Core i5-9400H @ 2.50GHz
",8771
1595,"Intel Core i5-9400T @ 1.80GHz
",7675
1596,"Intel Core i5-9500 @ 3.00GHz
",9189
1597,"Intel Core i5-9500F @ 3.00GHz
",10542
1598,"Intel Core i5-9500T @ 2.20GHz
",8100
1599,"Intel Core i5-9600 @ 3.10GHz
",11151
1600,"Intel Core i5-9600K @ 3.70GHz
",10991
1601,"Intel Core i5-9600KF @ 3.70GHz
",10769
1602,"Intel Core i5-9600T @ 2.30GHz
",9493
1603,"Intel Core i7-10510U @ 1.80GHz
",7289
1604,"Intel Core i7-1065G7 @ 1.30GHz
",9194
1605,"Intel Core i7-10710U @ 1.10GHz
",10527
1606,"Intel Core i7-10750H @ 2.60GHz
",16137
1607,"Intel Core i7-2600 @ 3.40GHz
",5366
1608,"Intel Core i7-2600K @ 3.40GHz
",5505
1609,"Intel Core i7-2600S @ 2.80GHz
",4409
1610,"Intel Core i7-2610UE @ 1.50GHz
",1436
1611,"Intel Core i7-2617M @ 1.50GHz
",1719
1612,"Intel Core i7-2620M @ 2.70GHz
",2278
1613,"Intel Core i7-2630QM @ 2.00GHz
",3456
1614,"Intel Core i7-2630UM @ 1.60GHz
",408
1615,"Intel Core i7-2635QM @ 2.00GHz
",3259
1616,"Intel Core i7-2637M @ 1.70GHz
",1723
1617,"Intel Core i7-2640M @ 2.80GHz
",2485
1618,"Intel Core i7-2655LE @ 2.20GHz
",1964
1619,"Intel Core i7-2670QM @ 2.20GHz
",3687
1620,"Intel Core i7-2675QM @ 2.20GHz
",3066
1621,"Intel Core i7-2677M @ 1.80GHz
",1822
1622,"Intel Core i7-2700K @ 3.50GHz
",5417
1623,"Intel Core i7-2710QE @ 2.10GHz
",3773
1624,"Intel Core i7-2715QE @ 2.10GHz
",3282
1625,"Intel Core i7-2720QM @ 2.20GHz
",4215
1626,"Intel Core i7-2760QM @ 2.40GHz
",4430
1627,"Intel Core i7-2820QM @ 2.30GHz
",4422
1628,"Intel Core i7-2840QM @ 2.40GHz
",3914
1629,"Intel Core i7-2860QM @ 2.50GHz
",4610
1630,"Intel Core i7-2920XM @ 2.50GHz
",4243
1631,"Intel Core i7-2960XM @ 2.70GHz
",4739
1632,"Intel Core i7-3517U @ 1.90GHz
",1721
1633,"Intel Core i7-3517UE @ 1.70GHz
",2121
1634,"Intel Core i7-3520M @ 2.90GHz
",2847
1635,"Intel Core i7-3537U @ 2.00GHz
",2511
1636,"Intel Core i7-3540M @ 3.00GHz
",2724
1637,"Intel Core i7-3555LE @ 2.50GHz
",1863
1638,"Intel Core i7-3610QE @ 2.30GHz
",4687
1639,"Intel Core i7-3610QM @ 2.30GHz
",5325
1640,"Intel Core i7-3612QE @ 2.10GHz
",4641
1641,"Intel Core i7-3612QM @ 2.10GHz
",4543
1642,"Intel Core i7-3615QE @ 2.30GHz
",5151
1643,"Intel Core i7-3615QM @ 2.30GHz
",4735
1644,"Intel Core i7-3630QM @ 2.40GHz
",5170
1645,"Intel Core i7-3632QM @ 2.20GHz
",4472
1646,"Intel Core i7-3635QM @ 2.40GHz
",4822
1647,"Intel Core i7-3667U @ 2.00GHz
",2485
1648,"Intel Core i7-3687U @ 2.10GHz
",2703
1649,"Intel Core i7-3689Y @ 1.50GHz
",1627
1650,"Intel Core i7-3720QM @ 2.60GHz
",5755
1651,"Intel Core i7-3740QM @ 2.70GHz
",5535
1652,"Intel Core i7-3770 @ 3.40GHz
",6387
1653,"Intel Core i7-3770K @ 3.50GHz
",6379
1654,"Intel Core i7-3770S @ 3.10GHz
",6303
1655,"Intel Core i7-3770T @ 2.50GHz
",5119
1656,"Intel Core i7-3820 @ 3.60GHz
",5850
1657,"Intel Core i7-3820QM @ 2.70GHz
",5872
1658,"Intel Core i7-3840QM @ 2.80GHz
",6145
1659,"Intel Core i7-3920XM @ 2.90GHz
",5526
1660,"Intel Core i7-3930K @ 3.20GHz
",8162
1661,"Intel Core i7-3940XM @ 3.00GHz
",5585
1662,"Intel Core i7-3960X @ 3.30GHz
",8647
1663,"Intel Core i7-3970X @ 3.50GHz
",8703
1664,"Intel Core i7-4500U @ 1.80GHz
",2481
1665,"Intel Core i7-4510U @ 2.00GHz
",2587
1666,"Intel Core i7-4550U @ 1.50GHz
",2200
1667,"Intel Core i7-4558U @ 2.80GHz
",3118
1668,"Intel Core i7-4560U @ 1.60GHz
",3046
1669,"Intel Core i7-4578U @ 3.00GHz
",3364
1670,"Intel Core i7-4600M @ 2.90GHz
",3072
1671,"Intel Core i7-4600U @ 2.10GHz
",2728
1672,"Intel Core i7-4610M @ 3.00GHz
",3517
1673,"Intel Core i7-4610Y @ 1.70GHz
",2526
1674,"Intel Core i7-4650U @ 1.70GHz
",2088
1675,"Intel Core i7-4700EQ @ 2.40GHz
",5020
1676,"Intel Core i7-4700HQ @ 2.40GHz
",5332
1677,"Intel Core i7-4700MQ @ 2.40GHz
",5262
1678,"Intel Core i7-4702HQ @ 2.20GHz
",5370
1679,"Intel Core i7-4702MQ @ 2.20GHz
",5310
1680,"Intel Core i7-4710HQ @ 2.50GHz
",5492
1681,"Intel Core i7-4710MQ @ 2.50GHz
",5957
1682,"Intel Core i7-4712HQ @ 2.30GHz
",4339
1683,"Intel Core i7-4712MQ @ 2.30GHz
",5341
1684,"Intel Core i7-4720HQ @ 2.60GHz
",5750
1685,"Intel Core i7-4722HQ @ 2.40GHz
",5710
1686,"Intel Core i7-4750HQ @ 2.00GHz
",5411
1687,"Intel Core i7-4760HQ @ 2.10GHz
",5917
1688,"Intel Core i7-4765T @ 2.00GHz
",4921
1689,"Intel Core i7-4770 @ 3.40GHz
",7094
1690,"Intel Core i7-4770HQ @ 2.20GHz
",6247
1691,"Intel Core i7-4770K @ 3.50GHz
",7075
1692,"Intel Core i7-4770R @ 3.20GHz
",6158
1693,"Intel Core i7-4770S @ 3.10GHz
",6841
1694,"Intel Core i7-4770T @ 2.50GHz
",5971
1695,"Intel Core i7-4770TE @ 2.30GHz
",4274
1696,"Intel Core i7-4771 @ 3.50GHz
",6830
1697,"Intel Core i7-4785T @ 2.20GHz
",5513
1698,"Intel Core i7-4790 @ 3.60GHz
",7159
1699,"Intel Core i7-4790K @ 4.00GHz
",8189
1700,"Intel Core i7-4790S @ 3.20GHz
",6558
1701,"Intel Core i7-4790T @ 2.70GHz
",6532
1702,"Intel Core i7-4800MQ @ 2.70GHz
",6093
1703,"Intel Core i7-4810MQ @ 2.80GHz
",6246
1704,"Intel Core i7-4820K @ 3.70GHz
",6488
1705,"Intel Core i7-4850HQ @ 2.30GHz
",6026
1706,"Intel Core i7-4860EQ @ 1.80GHz
",4982
1707,"Intel Core i7-4860HQ @ 2.40GHz
",5818
1708,"Intel Core i7-4870HQ @ 2.50GHz
",6139
1709,"Intel Core i7-4900MQ @ 2.80GHz
",6594
1710,"Intel Core i7-4910MQ @ 2.90GHz
",6697
1711,"Intel Core i7-4930K @ 3.40GHz
",9623
1712,"Intel Core i7-4930MX @ 3.00GHz
",6534
1713,"Intel Core i7-4940MX @ 3.10GHz
",6705
